,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
341,"Mình ở đây từ những ngày đầu quán mới mở vì được nghe bạn bè cũng như Foody review rằng đây là nơi bán trái cây tô đúng chuẩn nhất ở Quy Nhơn. Hành trình đi tìm quán với mình cũng không khó khăn lắm vì mình học cấp 3 gần đó nhưng với hầu hết mọi người thì có lẽ hơi khó khăn được, mà theo mình thì mọi người chỉ cần hỏi đường tới trường THCS Lương Thế Vinh thôi là sẽ tìm ra quán ngay vì quán nằm ngay bên hông của trường mà. Chắc có lẽ là vì bù đắp cho vị trí địa lý không được thuận lợi nên quán làm nước hay đồ uống mà theo mình đánh giá là ngon, đúng vị, phù hợp với giá cả, cũng sạch sẽ nữa. Mình hỏi chuyện chị Trân-chủ quán thì chị cho hay mọi nguyên vật liệu ở quán đều là chị tự tay lựa rồi đặt hàng ở Sài Gòn về. Ở đây món mọi người hay chọn nhất là trái cây tô, tô trái cây là sự hoà quyện giữa vị thanh mát của các loại trái cây, chút chua chua của sữa chua, chút béo ngọt của sữa kèm thêm một viên kem lạnh tuỳ theo vị mà bạn chọn.",0,0,0,5,0,0
342,"Chưa mở lại dịch vụ giặt ủi, tivi ko mở được.",0,1,0,0,0,0
343,"Quán phục vụ nhanh, sạch sẽ, món ăn tươi ngon và giá rất tốt.",0,0,0,5,0,0
344,"2. Mình đã book vé trên vexe rẻ, thanh toán tiền tận cửa hàng rồi nhưng tới sáng hôm đi lại bị hủy vé, tới khi liên hệ lại thì vé đã được đặt cho người khác. Thật không thể chấp nhận được. Tới nhà xe thì nhà xe bảo không biết, của bên Vexe làm chứ không phải bên mình làm. Vậy bên nhà xe Thanh Thủy liên kết với bên kia để làm trò đùa à ?
",0,0,0,0,2,0
345,"Thuê xe máy ở đây có thể nhận xe khách sạn và trả xe ở ngay khách sạn rất tiện, xe chạy tốt. Lần sau sẽ thuê tiếp nếu có dịp ghé quy nhơn",0,0,0,0,5,0
346,"Khách sạn ở tại vị trí trung tâm gần tháp Trầm Hương ở quảng trường đi ra chỉ mất 2 phút phòng rất đẹp và mới không hiểu sao lại có những đánh giá phòng cũ.giá quá rẻ và hợp lý với phòng giường đôi có ban công là 230k 1 đêm.khách sạn đẹp,sang trọng,dọn phòng hàng ngày rất sạch sẽ.nếu có dịp quay lại chắc chắn sẽ ở tại pavilion này",0,5,0,0,0,0
347,Nên chú ý chính xác về việc check in- out của khách để việc thanh toán nhanh chóng.,0,3,0,0,0,0
348,"Chợ nhỏ , nhưng hải sản tươi sống . Khi mua nên trả giá khoảng 20-30% .",0,0,0,0,0,5
349,"Chú nhiệt tình, vui vẻ và rất tận tâm ! Sẽ luôn ủng hộ chú ! He is very funny and always do the best ! Very carefully ! I’ll comeback in the next time !",0,0,0,0,5,0
350,"Xe tốt, nữ đi cũng rất an toàn thoải mái. Anh chủ nhiệt tình vui vẻ, cẩn thận, giá thành rẻ
",0,0,0,0,4,0
351,"Quán chuyên hải sản tươi sống, dù ngày lễ đông khách vẫn đủ phục vụ du khách đến tham quan, mua về! Tốt cho 5 sao!",0,0,0,5,0,5
352,"hổm rồi về cháu quên đánh giá mất :v Cô chú cho thuê xe rất hiền và nhiệt tình ^^ xe thì chất lượng khỏi phải bàn vì chú cũng kiêm luôn thợ sửa xe ^^ giá cả hợp lý. Nhờ vậy mà mới chở crush vi vu khắp QN đc <("") Lần sau cháu sẽ tới thuê tiếp ạ ^^",0,0,0,0,5,0
353,"Anh chị chủ cho thuê xe nhiệt tình, chu đáo, dễ thương, đặc biệt là giá thuê max rẻ.",0,0,0,0,4,0
354,"dịch vụ rất tốt, độ tín dụng và an toàn cao mọi người nên đi thử
",0,0,0,0,4,0
355,Tôi không biết họ lấy những đánh giá tốt đó từ đâu. Nhưng nơi này không đáng để ghé thăm. Các nhân viên nơi chàng trai chưa từng làm việc trong một nhà hàng trước đây. Họ mang thức ăn của chúng tôi đến hàng xóm của chúng tôi và họ ghi vào hóa đơn. Họ đã quên mọi thứ. Và thức ăn không ngon chút nào. Tôi sẽ không đến đó.,1,0,1,1,0,0
356,"Mọi thứ diễn ra suôn sẻ - đúng giờ và chất lượng xe tốt. Chi phí cao hơn nhiều so với một chiếc xe Grab, 
nhưng giá trị nó cho dịch vụ và sự tiện lợi. Rất vui khi giới thiệu dịch vụ này.",0,0,0,0,5,0
357,"Xe gì đi lẻ vài ngàn , kêu không có tiền thối rồi xin khách lấy luon tiền chẵn vì là khách mở hàng ,
 thái độ phục vụ kiểu gì vậy , đi bực mình , tốt nhất mọi người đừng đj",1,0,0,0,1,0
358,"Khách sạn 4 sao nhưng nhà hàng không phục vụ ăn trưa, gọi món thì được thông báo không phục vụ tới trước 4h chiều.",0,1,0,0,0,0
359,"Không gian, cảnh sắc, cùng với những ly cocktail ở đây như quyện vào nhau đầy sức hút",4,0,0,4,0,0
360,"Sân bay khá nhỏ, chỉ có 1 người soát vé chỗ cổng an ninh nên phải xếp hàng dài chờ khá lâu
",0,0,0,0,2,0
361,"Chợ bán hải sản rẻ, đa dạng, rất tươi. Đặc biệt đi chợ vào buổi chiều.",0,0,0,0,0,5
362,Khách sạn Quy Nhơn đẹp nhất trong số những khách sạn tôi từng ở!,0,5,0,0,0,0
363,"Thực phẩm là cửa hàng lưu niệm chính như bánh kẹo, cà phê, hoa quả khô. Không có túi vải và các sản phẩm thêu, nhưng khi bạn không muốn dành thời gian mua quà lưu niệm một cửa hàng tiện lợi của một phạm vi nhất định của sản phẩm.",0,0,0,0,0,4
364,Chúng tôi rất thích ngồi ở một chiếc bàn bên ngoài và mọi người xem trong khi có một vài loại bia tươi Tiger lạnh và lạnh. Không gọi món nhưng thực đơn trông có vẻ OK và mùi bánh pizza nấu ăn chắc chắn hấp dẫn. Phòng tắm rất sạch sẽ. Vị trí tốt trên đường từ bãi biển với một làn gió biển dễ chịu.,0,5,0,0,0,0
365,có lẽ ảnh hưởng bởi dịch covid nên thiếu nhân viên dọn phòng,0,3,0,0,0,0
366,"Là bar nằm bên bờ biển, khá đẹp và lạ. Tuy nhiên đồ uống ở mức bình thường, không mấy nổi bật. Buổi tối không gian rất đẹp. Thích hợp cho các thánh sống ảo",4,0,4,3,0,0
367,"Quán chè kết hợp với quán cafe nên decor khá đẹp, nhưng đông quá mình k lên lầu được. Quán có bảo vệ giữ xe, dắt xe hộ khá bài bản. Tụi mình gọi chè Thái sầu và không sầu, đợi 1 tí là có chè. Chè cũng bt, nhưng nước rất ngon ngọt. Thạch nhiều quá nên ăn ngán ngán>< Nên đi sớm vì tầm 9h tối quán bắt đầu đóng cửa.",0,0,0,4,0,0
368,"Phòng sạch sẽ, nội thất còn mới và hiện đại. Dịch vụ nước ép tận phòng siêu rẻ và chất lượng",0,4,0,4,0,0
369,"Công viên nhỏ xíu xiu nhưng vị trí sát biển cực kì đẹp, đối diện với trường ĐH Quy Nhơn nên các hoạt động thể thao đá banh, bóng chuyền, bóng rổ,... trong công viên và sát bờ biển cũng rất sinh động. Có lẽ đây là nơi thể hiện rõ nhất sức trẻ của thanh niên Quy Nhơn, đặc biệt là vào sáng sớm và chiều. Ở đây tắm biển rất thích. Trên bờ có các quầy hàng rong nhỏ với mực rim, bánh tráng dừa nướng, cóc ổi xoài cũng khá ngon và siêu rẻ. Mình mua một miếng xoài to hay bánh tráng nướng chỉ có 3k :o~~~.
Tuy nhiên, người dân ở khu vực này còn hay xả rác nên nhiều lúc khiến bãi biển nhìn hơi dơ. Mong chính quyền có biện pháp khắc phục.",0,0,0,0,0,0
370,"Thoải mãi,nhân viên nhiệt tình.phòng sạch sẽ.giá hợp lý",0,5,0,0,0,0
371,Trong lúc tụi mình chờ check-in đã được nhân viên mời 1 đĩa nho rất tươi ngon,0,4,0,0,0,0
372,"Bên khách sạn đã xác nhận đặt phòng của mình nhưng khi mình gọi điện cho bên khách sạn để hỏi về vấn đề mình thấy ghi ""hồ bơi đang ngừng hoạt động"" thì bên Arise có chị nào bắt mát kêu thì là hết phòng rồi đó em. Mình có hỏi tại sao hết phòng mà vẫn xác nhận đặt phòng của mình thì chị đó kêu do Booking nó tự nhảy lên thôi.",0,3,0,0,0,0
373,"Phong độ quán vẫn rất ổn định. Nêm nếm ngon, vừa vặn. Ốc xào dừa ở đây vẫn ngon nhất trong các quán mình từng ăn. Các món ốc xào lên nhanh, ngoài ra các món khác thường hay phải đợi lâu vì quán khá đông. Điểm trừ nhỏ là ở đây ghẹ rất bé, ăn không thật sự đã.",0,0,0,4,0,0
374,"Tôi vào một chiếc Vinasun 7 chỗ với số xe 5435. Tôi nói với anh ấy nơi tôi cần đến và vào. Trong vòng 100 mét lái xe, và chưa ra khỏi sân bay, tài xế quay sang tôi và yêu cầu 150, 000 đồng, khoảng 7 USD. Tôi hỏi anh ta tại sao anh ta không tính tiền cho tôi. 
Anh ấy nói bạn sống quá gần, tôi sẽ không kiếm được tiền. Khi tôi chuẩn bị ra sân bay anh ấy 2 ngày trước trên một chiếc taxi Vinasun, 
nó khoảng 100 k, vì vậy anh ấy sẽ làm một cái gì đó. Bất kể, các tài xế không thể chỉ quyết định khách hàng nào sẽ nhận và trả tiền sau khi họ thấy họ sẽ kiếm được bao nhiêu.",1,0,0,0,1,0
375,"Pepa Quán ăn hàn quốc tuy nhỏ nhưng mình thấy quán có menu phong phú, nhiều món ngon, với giá rất rẻ so với thị trường, mỳ cay ở quán không có cấp độ, mình không ăn được cay nên hay gọi cấp độ thấp nhất , nhưng vị cay của quán cũng không quá cay lắm nên các bạn nào như mình thì vẫn có thể ăn được , đặc biệt quán này có món lẩu mỳ cay giá rất rẻ giành cho 2 người ăn, lâu lâu cuối tuần tụ tập bạn bè đến đây ăn món hàn là tuyệt nhất rồi, , ^^",0,0,0,5,0,0
376,"Nhà hàng sân vườn , view bao đẹp , thoáng mát , rất thích hợp cho khách đoàn hoặc khách lẻ , hải sản phong phú , dễ dàng lựa chọn những món ăn thích hợp cho khẩu vị từng người và vùng miền , nhân viên nhiệt tình và lễ phép ,",0,0,5,5,0,0
377,"Giá thấp và thức ăn ngon, ngay cả khi kích cỡ phần hơi nhỏ - điển hình cho Việt Nam tho. Các nhân viên ở đây rất YÊU THÍCH
 và cố gắng hết sức để giúp đỡ bất cứ điều gì họ có thể. Lần thứ hai chúng tôi đến đó, họ đã phải đối mặt với 2 nhóm khách hàng khủng khiếp (một gia đình có trẻ lớn ném vỏ bánh pizza và thức ăn thừa trên sàn nhà, và một người đàn ông Mỹ lớn tuổi khác đã cho họ một thời gian khó khăn để nói tiếng Anh tối thiểu - mặc dù anh ta không nói tiếng Việt nào!) Vì vậy, hãy tin tưởng họ vì đã xử lý một cách bình tĩnh như vậy. Một nơi tuyệt vời nếu bạn thèm đồ ăn phương Tây trong số những món ăn đường phố Quy Hưng.",4,0,0,4,0,0
378,"Chủ xe rất vui vẻ nè, mà vị trí thuê ngay bên xe quy nhơn,đi bộ là tới, sẽ rất tiện lợi cho ai đi xe ra qn.",0,0,0,0,4,0
379,"Nhân viên thân thiện, trung đẹp trai, phát dễ thương, thảo and nhân buong phòng master",0,4,0,0,0,0
380,"Tôi rất thất vọng về thái độ phục vụ của tài xế của cả 2 chuyến xe trưa nay. 
Tôi đã dự định sẽ thanh toán chi phí nhiều hơn đồng hồ báo vì tôi đi quãng đường ngắn và vì hôm nay là Tết Dương Lịch, 
nhưng khi đến nơi thì tôi thay đổi suy nghĩ của mình vì không việc gì tôi phải trả nhiều hơn cho 1 dịch vụ mà tôi không hài lòng.",0,0,0,0,1,0
381,"2 anh chị lễ tân vui vẻ, nhiệt tình. Hai anh chị thấy mình đi một mình nên rủ vào ăn uống chung nói chuyện rất vui. Nếu được mình sẽ trở lại một lần nữa.",0,5,0,0,0,0
382,"phòng sạch sẽ, ks tiện nghi, gần biển.",0,4,0,0,0,0
383,"Tôi không khuyên bạn nên đi bằng thuyền, nhưng tôi tình cờ đi bằng thuyền, vì vậy tôi đã lên. Đường đến bãi biển khó quá ... vẫn đáng để bạn ghé thăm",0,0,0,0,3,0
384,"Shop này làm ăn mất dạy lắm nha mọi người nên né ra mua hàng kiêu Ck trước xong rồi hàng lỗi thì chế độ đổi trả ko có
",0,0,0,0,0,1
385,"Giá cả, dịch vụ chất lượng rất hài lòng. Tuy khách có hơi trong hẻm chút nhưng đáp ứng đi bãi đỗ ô to tại chỗ nên cũng rất ok.",0,4,0,0,0,0
386,View bể bơi trên tầng thượng,3,0,0,0,0,0
387,"Thích anh nhân Viên và lễ tân cùng c dọn phòng. Em được đón tiếp rất nhiệt tình được hướng dẫn chu đáo từ vé đi chơi đến thuê xe và các tiện nghi khác. Buffet ngon và nhẹ nhàng cho buổi sáng. Thực sự rất xứng đáng với tiền bỏ ra. Có chị my, anh Viên, anh son.... Hihj em quên mất vì cái tờ giấy đâu mất rồi ý ạ. Cảm ơn mọi người nhiều ạ",0,0,0,2,0,0
388,View biển đẹp. Phải đi bộ lên nhà hàng Cococamp khá xa. Người lớn tuổi không nên đi,0,3,0,0,0,0
389,Khách sạn nhỏ ít phòng nên yên tĩnh. Ăn sáng vừa phải nhưng phù hợp đối với người lớn tuổi. Nhân viên hoà nhã tận tình. Vị trí rất tốt vì gần biển tuy ở trong hẻm. Vệ sinh phòng tốt và dù phòng nhỏ nhưng trang bị đơn giản hợp lý nên thoáng . Tôi thích địa điểm này và sẽ tiếp tục khi có dịp ra NT.,0,5,0,4,0,0
390,"Nội thất quán đẹp, đầu tư công phu.",0,0,4,0,0,0
391,Chợ nhỏ nhưng đầy đủ đặc sản Quy Nhơn. Không sạch lắm như bao chợ ở Việt Nam.,0,0,0,0,0,3
392,"Thức ăn ở mức giá cao, nhưng ngon. Gia đình tôi và tôi đã ở Việt Nam được 8 năm và tìm thấy món ăn Việt Nam đặc biệt tại TRE.
 Các máy chủ đã dành thời gian để thông báo cho chúng ta về những gì mong đợi liên quan đến các món ăn, các phần và phong cách nấu ăn khi đặt hàng. Bài trình bày rất hay và thức ăn đến đúng lúc. Chúng tôi đã có cuộn tôm chiên giòn Bình Định, phi lê cá chẽm nướng, bụng heo om trong nồi đất sét và kẹo sô cô la. Đó là tất cả một điều trị.",0,0,3,3,0,0
393,"Tôi thích nơi này rất nhiều, tôi đã đến đây vài lần chỉ để trốn khỏi những con phố nhộn nhịp và tìm một bến lạnh và một số món ăn nhẹ vào buổi chiều. Họ không bao giờ thất vọng và liên tục cung cấp các món ăn nhẹ ngon.",0,0,0,4,0,0
394,"khách quen khi đến Quy Nhơn thuê xe ở đây, cảm giác sau bao nhiêu lâu thì nó vẫn chất lượng mà đầu tư dịch vụ tốt như ngày đâu",0,0,0,0,5,0
395,Cửa kính nhà tắm bị hít chặt lại khó mở nếu sử dụng nước nóng vào ngày lạnh.,0,2,0,0,0,0
396,"Tôi và gia đình có đến nhà hàng ăn, đồ ăn rất ngon. Không gian ấm cúng, phục vụ nhiệt tình và chu đáo. Mọi người ai cũng khen ngon. 
Nếu có dịp quay trở lại, tôi sẽ ủng hộ nhà hàng.",0,0,5,5,0,0
397,"Đi loanh quanh quy nhơn thì mình nhận ra quán này rất rộng so với các quán khác ở đây. Quán thiết kế gồm sân vườn, khu trò chơi, tầng 1, tầng 2, tầng 3 ( nếu đông khách ) . ở tầng 1 với tầng 2 có bức tường gạch để anh chị em chộp hình nhé :)) mình thích ở quán này là nhân viên được đào tạo rất khắt khe tạo 1 cảm giác lịch sự mến khách. quán có thức ăn sáng nữa nhé, nước ở đây khá ngon nhưng giá tiền thì tầm trung. Đặc biệt quán này t7 CN rất đông khách nhé cẩn thận ko có chổ ngồi đấy :))) tóm lại quán này rất ok nên đi thử 1 lần để tiếp thu phong cách làm việc của quán nhé <3 <3",0,0,0,5,0,0
398,"Tuần vừa rồi mình có du lịch Quy Nhơn vài ngày và có thuê xe máy bên dịch vụ Hoài Bảo để thuận tiện đi ăn uống và tham quan các địa điểm đẹp ở Quy Nhơn, xe rất tốt, nhân viên vui vẻ, nhiệt tình, rất hài lòng với thuê xe máy Hoài Bảo 😘 😘",0,0,0,0,5,0
399,"Quán Ăn Ngon có không gian rất ấn tượng, dân dã mà ấm cúng. Phù hợp với bữa ăn gia đình hoặc tiếp khách .",0,0,4,4,0,0
400,"nên đi các khung giờ khuya sau 8h30 vì khách đông check in vé hơi lâu, cũng tùy bữa thôi... , giá cá thì rất ok
",4,0,0,0,0,0
401,Cửa hàng cho thuê xe tại quy nhơn rất chuyên nghiệp.,0,0,0,0,5,0
402,Phòng ốc sạch sẽ. Nước nóng rất tốt. Vị trí thuận lợi đi lại.,0,5,0,0,5,0
403,Pig c giá thì có rẻ .nhưng hàng khuyến mãi thì mua về không dùng được.đặt biệt là đồ ăn khuyến mãi hạn dùng còn lâu mà mua về mấy bì hư hết trọi.mình bị 2 lần rồi .lần trước mua trúng đồ hết hạn mang qua trả lại không chịu trả lại tiền mà biểu mình mua món đồ khác sao cho đủ tiền.vãi thật,0,0,0,0,0,2
404,"Xe buýt thoải mái, điều chỉnh chỗ ngồi với màn hình, điều hòa, chúng tôi được đưa đến khách sạn của chúng tôi, 
tài xế xe buýt đã làm một công việc tuyệt vời nói chung, tính với sự chậm trễ!",5,0,0,0,5,0
405,"Đặc sản ngon,đa dạng hấp dẫn đáng để trải nghiệm ,mua sắm quà cho mọi người khi tới quy nhơn.",0,0,0,0,0,4
406,"QUÁN CHẶT CHÉM KHÁCH DU LỊCH Quán bán chặt chém, bạn mình dân Quy Nhơn dắt đi ăn trước ăn chỉ 30-40k dĩa, thấy khách du lịch quán liền chém 60k trơ lên 1 dĩa mà 1 dĩa có VÀI CON ỐC, RẤT íT. Mới vào order hỏi quán bnhieu 1 dĩa thì nói giá 30-40k thôi, quán ko có menu cũng ko có bảng giá gì. Các bạn khách du lịch đi ăn quán cẩn thận đem ra dĩa nào nên hỏi giá dĩa đó chứ không tính tiền là bất ngờ lắm. Hỏi dân xung quanh bảo "" Quán đó bán đắt nhất Quy Nhơn"" nghe là hiểu rồi. Đã thế về nhà xem được bình luận khách đánh giá quán chặt chém khách ko riêng gì mình bị nên cũng đủ biết quán ntn. Nếu quán cứ như vậy thì dần dần cũng mất khách thôi nhé. Bạn mình dân Quy Nhơn dắt đi ăn mà quán còn chém vậy là thua rồi CÁC BẠN DU LỊCH ĐI TẠCH QUÁN NÀY NHÉ",0,0,0,1,0,0
407,"Làm thủ tục và ra thẳng máy bay bằng lối đi rất ok. Không phải di chuyển qua xe buýt
",0,0,0,0,4,0
408,Đó là một chuyến du lịch rất hài lòng mà tôi muốn chuyến lưu diễn này sẽ tiếp tục với khung cảnh tương tự trong tương lai.,5,0,0,0,0,0
409,"WTF, cái quán kém chất lượng như vậy không hiểu sao tour lại dắt đoàn cty mình vào. Tráng mieng bưng ra dĩa bánh ít hôi thiu, hỏi nhân viên thì được nhân viên nạt nộ, giống như chủ quán muốn đuổi khách. Đừng dắt khách nước ngoài vô đây làm mất hình tượng VN quá.",0,0,0,1,0,0
410,"Ra khỏi những con đường đông đúc và tất cả những chiếc xe máy và có một cái nhìn khác về Sài Gòn từ dòng sông. 
Các dịch vụ thông thường với nhiều điểm dừng được lên kế hoạch là một ngày tuyệt vời ở bất cứ nơi nào bạn đến hoặc đi. Một d giá rẻ. Chỉ cần 15 k một vé cho bất kỳ hành trình.",4,0,0,0,4,0
411,"Chợ được mệnh danh là chợ nhà giàu bởi thức ăn bán hơi đắt hơn so với lân cận. Do vậy mà thức ăn ở đây luôn tươi và ngon. Bạn sẽ ko thấy chuyện cá ươn hay mực cũ vì nếu thế sẽ ko có ai mua cả.
Mua rất tiện, đôi khi ko cần vào chợ( ở lề đường)
Còn thái độ phục vụ cực kì vui tính nha, vì tiền nào của đó nên hãy thận trọng khi trả giá, có thể chị bán hàng nổi cáu với bạn đấy.
Tóm lại thức ăn tươi ngon là tui thích rồi😄😄",0,0,0,0,0,4
412,"Đi du lịch cũng nhiều nơi nhưng không thấy chỗ nào cho thuê xe như này cả, anh giao cho mình 2 chiếc xe air blade loại đời mới nhất, đẹp và lành, máy ngon lành như xe nhà luôn. Tụi mình chuyển từ Quy Nhơn sang Phú Yên, đi hết các điểm du lịch của cả 2 thành phố nhưng không có chuyện gì xảy ra. Rất tuyệt vời, đánh giá 5 sao cho cửa hàng của anh ấy tuyệt đối và cảm thấy những người bạn đánh giá sẽ cho thuê xe máy tốt là vô cùng đúng.",0,0,0,0,5,0
413,"Căn hộ tiện nghi, sạch sẽ, tất cả những gì tôi mong muốn đều có ở đây. Không gian phòng rất lãng mạn. Lần sau tới tôi nhất định sẽ ghé lại đây 1 lần nữa.",0,5,0,0,0,0
414,"Ở đây chính xác như thị trường, các saler rất Rule. không có giá sửa chữa, vì vậy nếu bạn đến bạn hỏi bao nhiêu họ sẽ cho bạn biết rất tốn kém và hơn nếu bạn không biết giá rẻ bạn sẽ lãng phí tiền cho sản phẩm đó. Vâng sự kiện bạn biết giá rẻ bạn vẫn móc cho giá cả. Lời khuyên là: chỉ nhìn thôi. thưởng thức không mua ở đây.",0,0,0,0,0,4
415,"Chú chủ khách sạn rất dễ thương, nhiệt tình, thuê xe máy cực rẻ, còn chỉ mình chỗ ăn ngon nữa. Bạn tiếp tân lịch sự, dễ thương. Phòng 5 người ở thoải mái",0,5,0,0,0,0
416,"Các anh chị nhân viền vừa lịch sự vừa chu đáo. Rạp phim rộng, chất lượng hình ảnh, âm thanh rất tuyệt, sạch sẽ thơm tho. Còn có cả nhiều ưu đãi tốt cho khách hàng ❤",5,0,0,0,0,0
417,"Quán vỉa hè , bàn ghế gỗ thấp , không gian khá mát mẻ . Nhân viên không mấy thân thiện lắm . Thời gian đợi đồ ăn quá lâu . Menu thì có nhiều món bánh lạ , khá phong phú . Giá cả thì cũng rẻ so với mặt bằng thành phố . Bánh ở đây ngon , ngọt dịu chứ không bị ngấy vì béo . Điểm trừ là món chè khúc bạch 15k , miếng khúc bạch hơi nhão , nước dùng thì hơi bị đục màu . Bánh tráng nướng cũng ngon , có bò khô , pate , thịt ... Ăn lạ miệng nhưng đợi lâu quá 😂 có cái bánh tráng mà đợi cả nửa tiếng đồng hồ",0,0,0,3,0,0
418,"Trời nóng lên thì phải kiếm thứ gì ăn để giải nhiệt, đồ nào càng mát càng tốt, mình thì mình ưng ăn chè khúc bạch nhất. Quy Nhơn cũng có nhiều quán khúc bạch nhưng mình thì hay ăn ở đây tại nhà gần đây, với lại quán nhỏ cũng mát mẻ, dễ chịu. Giá mỗi chén khúc bạch chỉ có 15k thôi nhưng bao thơm nhé. Có điều khúc bạch ở đây thơm mùi nhãn chứ không phải vải, viên khúc bạch mềm mịn, ăn là chỉ có đã. Nói chung là thích ăn chè khúc bạch ở đây!",0,0,0,5,0,0
419,"Xe Yamaha Sirius đời mới lái khá bốc, mượt mà, còi, xi nhan gương đầy đủ. Giá 300k/3 ngày. Ổn lắm nha",0,0,0,0,5,0
420,"Quán có mặt bằng thoáng mát , thực đơn khá đa dạng như bò né , beep steak, mì cay , gà sốt singapore nhưng buổi sáng chỉ có 1 sự lựa chọn đó là bò né. Thực sự thì bò né ở đây khá bình thường , vài miếng bò được ướp sẵn xào sơ qua rồi 1 cái trứng opla vừa chín tới , bò bình thường , opla khá ngon. Điểm trừ là nước chấm , khá lạ chắc là quán tự pha chế , chấm vào không tăng thêm vị cho món ăn . Ăn kèm là dĩa rau chua ngọt , khá ít rau nên ăn hơi thiếu cho 1 đứa thích rau như mình. ^^",0,0,0,4,0,0
421,"Quán này nằm đầu đường Nguyễn Huệ, đoạn gần quảng trường trung tâm thành phố Quy Nhơn. Kem tuyết ở đây cực kỳ ngon! Không phải là đá bào hay sữa tươi xay ra rồi đặt trái cây lên trên đâu! Mỗi vị kem tuyết rất đặc trưng. Đúng vị của trái cây, ngọt thanh chua chua. Còn vị matcha thì đúng là tuyệt cú mèo! Mình nghiện matcha ở đây lắm! Matcha ở đây chuẩn của chuẩn! Trân châu thì dẻo dai. À, trà sữa ở đây làm mình nghiện vì mùi thơm của oolong tuyệt vời! Mình thích trà trái cây ở đây nữa! Không quá ngọt, cảm nhận được vị đắng chát và mùi thơm của trà cùng vị trái cây đặc trưng!",0,0,0,5,0,0
422,"Món ăn sáng không đa dạng, nên thêm nhiều món để thay đổi khẩu vị.",5,0,0,0,0,0
423,"Ks gần biển, phòng mình có view hướng biển cả hướng thành phố nữa, phòng thoáng đẹp, đạc biệt nhân viên rất tận tình và vui vẻ nha... có cơ hội quay lại mình sẽ ghé lại đây lần nữa",0,4,0,0,0,0
424,"Dịch vụ ổn với giá, các bạn nên chọn và trải nghiệm.",5,5,5,0,0,0
425,"Phòng view biển đẹp, sạch sẽ, nhân viên thân thiện, gần trung tâm, gần biển chỉ vài phút đi bộ, bể bơi và gym room trên sân thượng đẹp",0,5,0,0,0,0
426,"Quán ngay cạnh biển, không khí mát mẻ, giá cả đồ uống phải chăng, sẽ quay lại vào dịp tới đến Quy Nhơn",5,0,0,0,0,0
427,"Nhân viên phục vụ tận tình, vui vẻ, giúp khách check in sớm nhất có thể và hỗ trợ khách đặt các dịch vụ. Rất linh động xử lý các yêu cầu của khách. Mình sẽ quay lại nếu có dịp đến Nha Trang.",0,4,0,0,0,0
428,Nhà khách bình dân. Nhưng đầy đủ tiện nghi.,0,5,0,0,0,0
429,"Tiệm cà phê nằm vị trí đắc địa dưới tầng trệt An Phú Thịnh, tết vừa rồi ông anh rủ ra đây uống. Mặt tiền trung tâm, giáp 2 đường luôn, không gian rộng rãi, thoáng đãng. Bọn mình ngồi phía trong vì trời hôm đấy hơi gió tí. Mấy bạn nhân viên trẻ, tận tình, niềm nở. Phục vụ nhanh lẹ, không đợi lâu. Nước uống (hazelnut ice blended) cũng được thôi, chứ chưa thực sự xuất sắc so với tầm giá đó. Bù lại được cái không gian và service. Tuy nhiên tổng quan mình vẫn thấy cách bố trí vẫn kiểu hơi bị tham quá, tiết chế bày biện xíu sẽ ổn hơn.",0,0,0,3,0,0
430,Tuy nhiên cũng phải nói rằng ở đây vẫn rất nhộn nhịp và mình thấy ngày càng có nhiều khách nước ngoài biết đến thương hiệu Phở 10.,0,0,0,4,0,0
431,"Sáng ngày 20/08 đến ăn sáng ở quán ăn ngon. Gọi 1 bát miến gà cùng 1 bát bún măng gà, quẩy và 2 cốc nước. 2 bát đã lên ăn gần xong cũng chẳng thấy nước với quẩy đâu. Nhân viên thì đông như thế đứng túm năm tụm ba trò chuyện ơe chỗ đang cắm hoa. Mình gọi mới vội vàng mang quẩy ra, nước thì ăn xong rồi mới có, nhân viên mang ra cũng chẳng thấy xin lỗi lấy 1 câu. Phải chăng khách tây nhiều quá nên người Việt Nam vào thì thái độ khác hẳn. Nói chung mình là người Hà Nội đã ăn ở đây rất nhiều lần nhưng chưa thấy lần nào tệ như thế. Khuyên các bạn có đến ăn thì đừng nên đến vào buổi sáng.",1,0,1,0,0,0
432,Nói chung thì ok nhưng chỉ đến một lần duy nhất ! Phục vụ rất tốt - còn chất lượng có thể do đông khách hoặc lý do nào đấy nên đỡ tốt hơn xưa rồi !,0,0,0,3,0,0
433,"Quán trang trí đẹp. Trên lầu ngoài 2 bàn ở ban công ra thì thiết kế để ngồi bệt nên toàn mấy em tuổi teen, người lớn tuổi hay ngồi dưới lầu hơn. Nhân viên quán nhiệt tình từ bác giữ xe cho đến nhân viên mở cửa khi bước vào. Nước uống tầm 20-35k, được đựng trong chai hay ly trang trí khá lạ. Quán có mấy món ăn vặt, thử món Hồ Lô 10k/3v thì thấy rất ngon, dai, có vị ngọt như lạp xưởng. Điểm trừ là khi nãy vào quán kêu 3 ly nước đều có kem tươi, cuối cùng kem tươi bị chua, vón cục, làm hỏng cả khẩu vị",0,0,0,3,0,0
