,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
2792,"Tôi đã đến đây nhiều lần, tôi thích sushi, nhưng ở Quy Nhơn tôi chỉ biết cái này, đề nghị của tôi cho nhà hàng này để cải thiện thực đơn và hương vị.",0,0,3,0,0,0
2793,"Quán này giờ đã chuyển địa điểm qua bên Phan Bội Châu rồi. Mình thích đồ nước của quán hơn là pizza . Kim chi kèm theo đồ nướng ăn cũng khá ngon, có điều hơi ít, toàn phải kêu mua thêm 5k/ phần :D .",0,0,0,4,0,0
2794,"Đồ chơi không được vệ sinh sạch, khách vào chỗ chơi thì đông. Đi đúng 1 lần và cạch mặt",1,0,0,0,0,0
2795,"Siêu thị bán đủ các mặt hàng, thái độ phục vụ của nhân viên rất hòa nhã, thân thiện. Tuy nhiên, giá cả có phần cao hơn so với siêu thị khác, như Big C, chẳng hạn.",0,0,0,0,0,3
2796,"Đồ ăn ở đây cũng được không gian sang trọng, đẹp nhất là cái không gian. Tuy nhiên món ăn hơi nguội, không thích lắm, hên là vị ngon chứ không cũng fail. Ngon nhất là món mực chiên mắm. da giòn, ngon, thịt dưa cà cngx ngon, có điều menu ở đây có vẻ hơi bình dân thì phải. giống menu trong tiệc đám cưới, mà k sang bằng. Nhìn chung món ăn và không gian trái ngược hoàn toàn luôn á, mắc cười :P",0,0,4,2,0,0
2797,"Bánh xèo ngon, view đẹp, quan trọng là sạch sẽ, nhân viên phục vụ vui vẻ, tận tình, nhanh nhẹn. Đặc biệt quán có món yến chưng hạt sen và hạt chia rất ngon và chất lượng, tiền nào của đó nha mn, yến thì ko thể rẻ mà có chất lượng đc.",0,0,0,5,0,0
2798,"Nv massage nói chuyện khá nhiều đợt hai vk ck vô chủ yếu thư giản, mà nv thì lại nói quá nhiều gây ồn làm ko yên tĩnh đc. Và nv massage hay để ý khuyết điểm của khách mà nói",1,0,0,0,0,0
2799,"Tôi đến khách sạn tôi đã ở cách đây khoảng 15 phút và đang đợi, và hành lý của tôi như va li đã được chất lên một cách tử tế và suôn sẻ.  Chiếc xe là một chiếc xe 10 chỗ ngồi và rất thoải mái để thuê. Tôi đến sân bay Đà Nẵng trong khoảng 30 đến 40 phút, lấy hành lý và lái xe thoải mái.",0,0,0,0,5,0
2800,"Rộng rãi, trò chơi rất thích thú. Có nhiều hoạt động buôn bán, minigame",4,0,0,0,0,0
2801,"Mong rằng họ vẫn giữ mãi được "" chất phở"" như ban đầu, và mình sẽ quay lại thường xuyên nếu họ luôn như ban đầu",0,0,2,0,0,0
2802,"khách sạn có vị trí gần khu trung tâm, đi lại rất thuận tiện",0,5,0,0,0,0
2803,"Vé xe cao hơn các nhà xe khác, ko ăn tối mà giá vé vẫn 300k. Thường các xe đi có 240k. Đặt trên văn phòng vé 280k tính luôn tiền ăn.",0,0,0,0,2,0
2804,"Không gian nhỏ nhưng thoáng, menu đa dạng, giá rẻ. Bánh ngon tuyệt nhưng hơi nhỏ. Nước uống cũng ngon lắm. Chỉ có 1 nhân viên nên nhiều lúc đợi hơi lâu",0,0,3,4,0,0
2805,"Người lái xe của chúng tôi đã đợi chúng tôi với một tấm biển khi chúng tôi đến. Chiếc xe thoải mái và chúng tôi đã đến khách sạn của mình 
mà không xảy ra sự cố. Thật là một cảm giác tuyệt vời khi mọi thứ đã được lên kế hoạch trước để đưa chúng tôi từ sân bay về khách sạn. Tôi muốn giới thiệu dịch vụ này cho gia đình và bạn bè.",0,0,0,0,5,0
2806,"Thích ăn bánh larva tại chỗ này lắm vì lớp vỏ ngoài giòn giòn, lớp bên trong bông xốp, mềm thơm không ngọt lắm nên ăn chung với lớp sô cô la chảy ra bên trong rất hợp, ngon, không bị ngấy ngọt.",0,0,0,5,0,0
2807,"Thực đơn quán khá ít món, nhìn không được đặc sắc lắm.",0,0,2,0,0,0
2808,"Lần đầu đến Quy Nhơn được giới thiệu đến ăn quán bún cá này. Quán rất đông khách, không gian rộng rãi có 2 tầng đoàn nào nhiều người không phải lo không có chỗ. Ấn tượng đầu tiên là nhìn bát ăn của khách quá là to bằng cái chậu con luôn, cá, chả đều nhiều trông rất ngon mắt, Quán còn có mẫu các loại bún bằng nhựa giống như các nhà hàng Nhật vậy. Ăn bún cá ở đây khá ngon thơm và khác với các địa phương khác, có nấm giòn, giò thì khá béo giống như cho pate vậy. Nước đậm đà rất dễ ăn sẽ quay lại ăn nếu có cơ hội vào Quy Nhơn lần nữa.
",0,0,4,5,0,0
2809,"Chưa cảm nhận được sự xuất sắc của địa danh này. Giá cả đắt đỏ, phong cách phục vụ chưa chuyên nghiệp.",2,0,0,0,0,0
2810,"Rất thích hợp khi đi du lich với con nhỏ và nghỉ ở khách sạn Hải Âu thì quá tiện vì nằm sát bên ks.
",0,5,0,0,0,0
2811,"Sân bay thân thiện, dịch vụ ổn, an ninh tốt và rất hài lòng
",0,0,0,0,5,0
2812,"Update 14/10/2018. Chất lượng khá tốt. Xe mới ra ngày 26/09/2018 phục vụ nhiệt tình. Giá khai trương giảm 20% còn 312.000. Một lựa chọn tốt khi đi TP.HCM- Tuy Hoà. Chúc nhà xe luôn giữ phục vụ tốt để được nhiều người ủng hộ.
",0,0,0,0,4,0
2813,"Quay lại quán thấy lạ ghê, decor xinh và đẹp hơn trước rất nhiều. Món ăn cũng có nhiều đổi mới, chăm chút về decor Mìn rất thích phần trứng non chấm bánh mì, ăn rất vừa miệng",0,0,4,5,0,0
2814,"Nhân viên Quân và Huyền phục vụ nhiệt tình và vui vẻ món ăn nhà hàng ngon, đa dạng hợp với gia đình tôi. Tôi sẽ trở lại một ngày gần nhất.",0,0,4,4,0,0
2815,"Nhân viên bảo vệ ảo tưởng sức mạnh nghĩ khách hàng thích mình rồi lại nháy mắt đưa tình các kiểu
""Sao 2 em chạy vậy,bộ say anh hả""
Nhân viên thật là ải chỉa:)) đừng để tui gặp lại nữa tui mà gặp nữa tui ỉa pẹc pẹc banh cái siêu thị =))))😏pủm pủm ỉa tám đống 💩💩💩💩💩💩💩",0,0,0,0,0,1
2816,"bar có không khí rất đẹp, nhân viên tuyệt vời, đặc biệt là Paul. Có rất nhiều niềm vui trong đêm nhạc sống. 
Vì vậy, nhiều trò chơi giải trí tập thể, họ thậm chí có một bàn bi-a. Thực sự tốt burger, cá và khoai tây chiên. Cheep bia & cocktail ngon.",5,0,5,0,0,0
2817,"Không gian k rộng lắm, nhưng ngồi thoải mái, thoáng. Dành cho ai muốn trải nghiệm cảm giác uống trà quý tộc.",0,0,3,0,0,0
2818,"Quán phục vụ hơi chậm vào nhưng lúc buổi trưa, hơi ồn ào xô bồ một tí, Cơm tậm chấp nhận với gia cả ở hiện tại",0,0,3,3,0,0
2819,"Nhà hàng nhiều góc sống ảo độc đáo. Có không gian chơi cho trẻ em. Có phòng lạnh rộng rãi. Món ăn ngon giá hợp lý, nhiều món đồng quê. 5 sao",0,0,5,5,0,0
2820,"THẬT TỆ HẠI TỪ LEADER ĐẾN NHÂN VIÊN PHỤC VỤ. CẦM MENU RA VỨT ĐÓ. ĐỢI CẢ TIẾNG KHÔNG AI RA ODER. CÁCH PHỤC VỤ QUÁ KÉM, NHÂN VIÊN THÌ ĐÔNG MÀ KHÔNG ĐƯỢC VIỆC.",0,0,1,0,0,0
2821,"Bãi biển sạch đẹp không 1 bóng rác,không khí trong nhóm, mát mẻ, cát trắng kéo dài",4,0,0,0,0,0
2822,"Phục vụ cực kỳ thậm tệ, khi khách có nhu cầu ăn miến chay, quán bắt khách chờ cả buổi trời rồi đem ra cả dĩa miến luộc không gia vị, không rau củ gì cả.",0,0,1,1,0,0
2823,"bải biển xanh và rất sạch, gió mát, buổi chiều có nhiều người xuống tắm biển",4,0,0,0,0,0
2824,"Địa điểm này là nơi Massage ấn huyệt do các bạn khiếm thị làm, tuy phòng có hơi cũ nhưng các bạn nhân viên có tay nghề bài bản, giá bình dân, mọi người hãy đến ủng hộ nhé !",4,0,0,0,0,0
2825,"Đúng địa chỉ, siêu thị có bán bánh mì và các đồ ăn tươi sống như thịt cá, trái cây tươi và nhiều đồ gia dụng khác. (mặt tiền đường 31 tháng 3, tầng 1 TTTM An Phú Thịnh)",0,0,0,0,0,5
2826,Bánh bé xíu xiu deco siêu đẹp ko nỡ ăn luôn 😤.,0,0,0,5,0,0
2827,"Địa điểm này mọi người nên trải nghiệm ít nhất một lần. Cảnh trời thiên nhiên, có nhiều vườn hoa rất đẹp. Còn có dịch vụ đi thuyền sông nước. Đặc biệt trong năm 2021 đang làm một khu vườn hoa anh đào, có tuyết nữa. Rất tiếc đợt mình đi chưa có. Nhà hàng khu du lịch này đồ ăn khá ngon mà còn là đối với mình. Nhân viên cũng rất nhiệt tình. Mong ở đây mở khu resort nghỉ dưỡng để gia đình có thể ở vài ngày với khí trời thiên nhiên thì thật tốt.",5,0,5,4,0,0
2828,"Thức ăn phục vụ ok, đầu bếp nêm nếm vừa miệng. Nhìn chung cảm thấy hài lòng về phục vụ cũng như phòng ốc nơi này. Tôi sẵn sàng cho điểm 10 vì cách phục vụ như thế.",0,5,0,0,0,0
2829,"Nhà hàng rộng rãi, thức ăn ngon, có đủ các món đặc sản địa phương, hải sản tươi, có nhiều loại cá biển rất ngon, giá cả phù hợp.",0,0,5,5,0,0
2830,"Phòng bụi bặm, đặt phòng trước rồi mà nhân viên kêu không biết vì do họ đổi ca nên họ không biết mình đặt phòng ra sao. Thái độ nhân viên tưởng mình như con nít lên ba, nhất là một nhân viên nam gì đó không biết tên, nói chuyện mắt dịch lắm. Trong phòng không có menu hay review gì cả, đặt phòng hôm trước thì hôm sau lên 50k. Chẳng thà xin thù cho chứ nhân viên ăn xén kiểu này không thể chấp nhận.",0,1,0,0,0,0
2831,"Đã hơn 60 năm hình thành và phát triển, cho đến nay, tuy phải trải qua muôn vàn gian khó nhưng Nhà hát tuồng Đào Tấn vẫn giữ được truyền thống là một trong những con chim đầu đàn trong số các đơn vị biểu diễn kịch hát truyền thống mang tầm vóc quốc gia, luôn nhận được sự đánh giá cao của khán giả trong nước. Nghệ thuật Tuồng Đào Tấn cũng đã đến với nhiều quốc gia trên thế giới như: Liên Xô (cũ), Anh, Pháp, Đức, Ba Lan, Tiệp Khắc (cũ), Bun- ga ri, Lào, Cam Pu Chia, … và đã nhận được sự hoan nghênh, tán thưởng của bạn bè quốc tế. Trong quá trình hoạt động nghệ thuật, Nhà hát đã  giành được nhiều phần thưởng, giải thưởng cấp quốc gia, rất nhiều nghệ sỹ  được Nhà nước phong tặng danh hiệu NSND, NSƯT.",5,0,0,0,0,0
2832,"không gian khá thỏa mái , khách sạn nằm ngay trung tâm thành phố gần chợ khá thuận tiện trong việc di chuyển đến các đại điểm tham quan vui chơi ,nhân viên siêu nhiệt tình , sẽ quay lại trong thời gian sắp tới",0,5,0,0,0,0
2833,"Khách sạn sạch đẹp. Nội thất mới, bố trí hợp lý. Nhà hàng phục vụ ăn uống chuyên nghiệp, thức ăn ngon.",0,5,5,0,0,0
2834,"Các món đặc sản tại Quy Nhơn: bánh hồng, bánh ít lá gai rất ngon",0,0,0,5,0,0
2835,"NHÂN VIÊN NHIỆT TÌNH, LỄ TÂN TUYỆT VỜI, QUẢN LÝ TỐT.",0,5,0,0,0,0
2836,"Vị trí nhà khách thuận lợi rất gần biển nên buổi sáng sớm bạn có thể đi bộ ra biển tập thể dục và tắm biển thoải mái. Do mới xây dựng nên khang trang, sạch, đẹp... mức giá không cao, chấp nhận được. Hãy đến nha các bạn!",0,5,0,0,0,0
2837,"Siêu thị giá rẻ cho mọi nhà, lúc nào cg giảm giá hết cả, nhìn siêu thị bình dân rất gần guci với mọi người. Ai đi bigC chắc chắn phải mua bánh mì ở đây rồi, nổi tiếng về độ giòn nóng của bánh mì, kbh có dư cả vì ra lò là mng gom hết :)) giá lại rất rẻ nữa, còn nhiều loại bánh mì mặn ngọt khác cũng rất ngon",0,0,0,5,0,5
2838,"Phòng khách sạn khá rộng và đẹp, Cuối tuần có tiệc buffet vào buổi tối nên cũng khá vui, chất lượng đồ ăn cũng rất tốt",0,5,0,0,0,0
2839,"Rất rộng, mát mẻ, nhiều trò chơi giải trí cho lớp trẻ. Phong cảnh đẹp rất hợp cho quý bà quý cô chụp hình lưu niệm. Nhà hàng sân vườn, nhà hàng Cá Cắn Câu thoáng mát và rất nhiều món ngon giá cả hợp lý. Khu lưu trú nghỉ dưỡng đẹp, yên tỉnh, mặt sức thả hồn theo tiếng nhạc du dương huyền ảo, mặt sức cảm nhận cảnh vật hoàng hôn và bình minh tuyệt hảo bên cạnh cầu Thị Nại dài nhất Đông Nam Á.",5,5,5,0,0,0
2840,"Lần đầu tiên mình rất ấn tượng với người dân ở sự đơn sơ mộc mạc rồi đến các địa điểm du lịch để chặt chém du khách, mình rất thích dịch vụ cho thuê xe máy của một người hoài cổ. duy nhất 27a hoàng hoa phát hiện xe này rất tốt, nhân viên và anh chủ rất nhiệt tình tư vấn cho chúng tôi những địa điểm đi chơi, ăn uống giá rẻ tại",0,0,0,0,5,0
2841,"Đi tour mà gặp anh hướng dẫn viên rất nhiệt tình và kỹ lưỡng, còn kêu gọi mình cần gì cứ nhắn tin qua Fb hoặc Zalo cho anh, anh sẽ hổ trợ bất cứ thông tin gì mình cần. Nhiệt tình quá xá.",5,0,0,0,0,0
2842,"Ai đến quy nhơn nên ghé quán Út Lợi này ,Quán ngon , ghẹ tươi sống ,giá rất bình dân và sạch sẽ Quán nằm trên đường nhỏ nhưng chuyên về hải sản. Đường này có rất nhiều quán hải sản ,quán này ra đới sau nhưng món chế biến rất ngon, chi bán ghẹ tươi sống,ăn đâu hấp đó, đặc biệt ốc thập cẩm , ốc trộn rất ngon nước chấm thì đậm đà.",0,0,0,5,0,0
2843,"Món ăn rất ngon. Hợp khẩu vị. Không gian thoáng rộng, thoải mái Nhân viên nhiệt tình gần gũi. Buổi tối mát mẽ. Rất thích!",0,0,0,5,0,0
2844,"Mình vào ăn tầm 4h chiều, quán vắng chỉ có vài khách. Thấy quán rộng mà cũng khá sạch nên quyết định thử. Vỏ nem cuốn, rau ăn kèm đầy đủ nhưng cách phục vụ kém thật. Cứ đặt toẹt đồ trước mặt khách, nước cũng đặt toẹt ở bàn, bưng bánh ra cũng thế. Đến lúc trả tiền mới hốt, 60k/suất/2 bánh. Ăn bánh xèo thôi mà, có cần mắc vậy ko??? Dù là nhân bánh cũng ok nhưng vẫn cảm thấy mình bị chém thật ngọt.",0,0,0,2,0,0
2845,"Nhận xét cuối cùng, quá tệ và sẽ không bao giờ đi nữa vì hên xui lỡ trúng tài xế CÓ TÂM này nữa thì có khi mất mạng oan.",0,0,0,0,1,0
2846,"Là địa điểm tâm linh đẹp, gần gũi cho các phật tử. Nếu bạn chỉ đến ngắm cảnh thì có phần không hợp vì khuôn viên chùa có một số phần đang xây, sửa lại chưa hoàn thiện.",4,0,0,0,0,0
2847,"quán này mở lâu lắm rồi, chắc cũng phải gần 20 năm ấy chứ , quán bán 2 loại , 1 là lagu giò heo , 2 là lagu xương , xương thì rẻ hơn, mà mih vẫn thik ăn xương hơn cho khoi béo, còn co cả ớt trái ngâm nữa , bánh mì thì phết bơ thơm ơi la thơm, quán này nhỏ , nằm trong hẻm , mà đông khách cực kì",0,0,0,5,0,0
2848,Rất ổn app trong tầm giá,0,0,0,0,0,0
2849,"Mùa này biển đẹp, sóng vừa phải nên dễ tắm. Tuy nhiên phần bãi phía bắc hơi bị nhiều bùn.",4,0,0,0,0,0
2850,"Mua vé xe giường phòng limousine 34 phòng, nhưng thực tế nhà xe cho đi là xe tăng cường, cũ kỹ, xe giường nằm, nhồi nhét nhiều khách , xe cũ bẩn, xem thêm hình ảnh đính kèm",0,0,0,0,1,0
2851,"Không gian đẹp mát mẽ dành cho những ngày làm việc mệt mõi đến nghỉ ngơi, và điểm đến chụp ảnh cưới, và những cặp mới yêu đến tỏ tình, ở đây rất tuyệt và rất lảng mạng...!",5,0,0,0,0,0
2852,"Đứng sau kem thì su kem là món mình ưng thứ 2 trên đời hí hí. Bingo mới mở từ cuối tháng 4 á nè. Không gian bé bé xinh xinh, ấm cúng, đến uống ăn bánh uống trà học bài cũng được mà tới tụ tập cũng hay. Chủ quán dễ xương, nhiệt tình. Bánh su choux thì quá nổi tiếng rồi, hồi ở ĐN mình thích nhất ăn ở Chewy, về QN may quá có Bingo cứu vớt cho cái sự thèm ngọt của mình. Bánh trang trí quá yêu, su dai, mới ra lò thì vỏ sẽ hơi giòn. Nhân kem thơm thơm béo mịn. Làm set sinh nhật thì quá là okela. Ngoài ra thì quán còn có nhìu nhìu loại bánh khác nữa như crepe, mousse, cupcake.",0,0,0,5,0,0
2853,"Nơi đây như một siêu thị thu nhỏ, không phải mô hình cửa hàng tiện lợi. Có khá đa dạng mặt hàng nhu yếu phẩm, thực phẩm, đồ tươi sống và rau củ quả. Siêu thị sạch sẽ, sắp xếp ngăn nắp. Nhân viên lịch sự, nhã nhặn. Cửa chính ở mặt tiền đường 31 tháng 3. Cửa ở đường Tăng Bạt Hổ bị khoá trái.",0,0,0,0,0,5
2854,"Sau khi sử dụng các dịch vụ ở Eo gió Reort về thì tôi nhận xét:phòng ốc rộng rãi, sạch sẽ, thoáng mát. Ngay biển nên thuận tiện ra bãi biển. Đồ ăn buffet của resort khá ngon. Chuyến đi vừa rồi các thành viên trong gia đình tôi ai cũng ưng ý hết.",0,5,0,0,0,0
2855,"Chỉ biết nói là quá xanh và đẹp. Tuy nhiên đường đi vào làng chưa có biển chỉ dẫn rõ ràng. Mọi người cần lưu ý đường đi nha.
",5,0,0,0,0,0
2856,Phục vụ tốt dễ thương. Nhưng ghế rạp 1 hôi quá ấm thấp khó chịu.,2,0,0,0,0,0
2857,"Người lái xe thân thiện và đúng giờ. Họ rất hữu ích với hành lý. Một chai nước đã đợi tôi trên xe, đó là một liên lạc tuyệt vời.",0,0,0,0,5,0
2858,"Với một nơi tham quan miễn phí như vậy thì tạm được, du khách đừng nên hy vọng quá nhiều khi đến đây.",3,0,0,0,0,0
2859,"Gọi món nửa tiếng trước, nửa tiếng sau không có gì, 1 tiếng sau có một nửa. Than đốt châm. Khách đông phục vụ, đầu bếp quá ít. Tuy nhiên, nhân viên vẫn có thái độ tốt, vui vẻ, biết nhẫn nhịn.",0,0,3,0,0,0
2860,"Phòng cách âm hơi kém, nghe thấy khá rõ tiếng nói chuyện của phòng khác",0,2,0,0,0,0
2861,"Không gian ấm cúng thích hợp tụ họp bạn bè, gia đình. Nhân viên lịch sự, tử tế. Mình suggest mọi người nên đến quán nước này thử nhé",0,0,5,0,0,0
2862,"Lễ tân nên chu đáo hơn ks nên tiếp thị phương tiên đi lại chánh để khách bị cò mồi lùa đảo cũng nhà hàng cũng nên phục vụ chu đáo hơn ,chưa cần biêt bươc đầu nv nhiẹt tình chúng tôi sẽ có cảm nhận kỳ nghỉ tôt hơn ,tôi đã phải trả giá cho bua an 2,7tr vnđ ngày đầu khi ra khỏi ks vi tin vào xích lô",0,4,2,0,2,0
2863,"Quán này rộng rãi thoáng mát, đồ ăn hải sản tươi, giá hơi cao, ở đây đặc biệt món cua um miếng lạ ngon, mọi người thích riêng tư thì ngồi trong phòng có phục vụ karaoke, ngồi ở ngoài gió mát đông đúc vui vẻ, chủ quán trẻ rất vui tính và nhiệt tình, nhân viên phục vụ chu đáo, gọi món nhanh, các bạn có thể đặt tiệc ở đây",0,0,5,5,0,0
2864,Mình nghe tên quán lâu rồi nhưng bữa nay vô uống thử. Quán không gian nhỏ nhưng cách decor rất khác so với những quán bây giờ. Kiểu xưa cũ truyền thống ák. Mình gọi smoothies xoài vì những món dân tình gọi uống nhiều thì chắc chắn nó sẽ ngon rồi. Smoothies ban đầu thấy hơi nhạt nhưng càng uống càng đậm đà ák 😂. Có hỏi ujika gì đó là gì thì chỉ đc giải thích là 1 loại trà. Ok sẽ tốt hơn là nên giới thiệu kĩ thêm để cho khách có hứng thú mà uống. 40k cũng khá đắt chứ có rẻ đâu nhỉ. Tóm lại là ngoại trừ ko gian quán nhỏ thì còn lại từ nước uống đến phục vụ mình thấy ok. Còn bàn ghế nữa. Theo phong cách xưa nên bàn gỗ ghế gỗ. Bàn thấp quá làm mình ngồi rất chi là mỏi luôn ík. Kiểu ngồi 1 tiếng thì đc chứ ngồi lâu ê ẩm lắm.,0,0,4,4,0,0
2865,"Phòng ốc gọn gàng sạch sẽ. Nhân viên dọn phòng hằng ngày, nhiệt tình và thân thiện lắm. Mình sẽ ghé lại khi có dịp",0,5,0,0,0,0
2866,"Không khí tốt đẹp, ban nhạc tuyệt vời và nhân viên thân thiện. Vấn đề duy nhất là thức ăn, rất nặng và 
cả hai chúng tôi phải ngủ ngay sau đó và chỉ ăn salad vào ngày hôm sau!",0,0,5,3,0,0
2867,Phòng ốc tuy không tiện nghi nhưng giá cả bình dân nhất Quy Nhơn,0,3,0,0,0,0
2868,Thuê phải cái phòng quá tệ. Từ dịch vụ đến trang thiết bị trong phòng. Chỗ ngủ mà còn không biết phải ngủ như nào,0,1,0,0,0,0
2869,"Một nơi rất đáng để nghỉ chân dành cho dân du lịch hạng trung. Giá phòng cực kì mềm. Phòng sạch sẽ, đầy đủ tiện nghi. Đặc biệt là chú chủ khách sạn rất vui vẻ và hòa đồng. Tận tình hướng dẫn, giúp đỡ.",0,5,0,0,0,0
2870,"Thực ra mình đến Nha Trang Khá nhiêu lần, nhưng lần này mình không chon trung tâm mà chọn địa điểm khá yên tỉnh đó là khu Hòn Chồng Nha Trang, Khách sạn này nằm trên con đường Bắc Sơn không quá náo nhiệt nhưng đi lại rất thuận tiện, ra biển 50m, tiện nghi đầy đủ, đặc biệt có Hồ Bơi. Đội ngủ nhân viên rất nhiệt tình,",0,4,0,0,0,0
2871,Dịch vụ thuê xe rất tốt thủ tục thuê xe rất nhanh gọn anh chu rất zt lần sau vào da nang tối sẽ ủng họ dịch vụ này rất uy tín,0,0,0,0,5,0
2872,"Có nhiều cho chơi mới mình hay dẫn con mình qua đây chơi
",4,0,0,0,0,0
2873,Nhân viên nam quầy dịch vụ nói chuyện với khách hàng rất mất lịch sự Chửi khách hàng là mắt bị lòi Xưng hô với khách là mày - tao Có lẽ big C vẫn tốt hơn ở siêu thị này,0,0,0,0,0,1
2874,"Nhà xe dễ thương, bác tài dễ thương, xe chạy đúng giờ, nằm đúng chỗ đã đặt, có thêm sữa uống cho hành khách. Tuyệt vời ạ",0,0,0,0,5,0
2875,"Có khá nhiều xe và loại xe. Ông bà chủ thấy cũng vui tính, dễ gần. Giá cả hợp lý, phù hợp cho từng loại xe. Đặc biệt xe luôn trong tình trạng tốt nhất vì ông chủ kiêm luôn sửa chữa xe.hjh",0,0,0,0,4,0
2876,"Mình và bạn đi cả thảy là 7 người, 5ng đến trước 2 đến sau. Tụi mình gọi nước và ngồi được một lúc thì 2 bạn sau đến và order thêm 2 nước chanh. Order xong là lúc quán cũng bđầu vãng khách nên mình và bạn mình có DẶN 2 BẠN NHÂN VIÊN là tụi mình muốn ra ngoài cổng hoa chụp hình một chút, tụi mình chưa dùng nước xong và còn order mới. Cả bàn mình lúc đó có 2 ly nước uống đc 1 nửa và 3 trái dừa 1 trái đã uống xong 2c mới uống được ít. Tụi mình ra chụp hình đâu 5’ thì 2 bạn mình vô xem có nước chanh chưa và rồi, nguyên cái bàn dọn luôn :))) Mình có lại quầy hỏi nhân viên, có cả chị quản lý đó luôn nhưng chỉ nhận đc lại lời chối của tất cả nhân viên là “không phải tui dọn nha” :)) và không một lời xin lỗi. Quans nằm hầu hết trong các review đi Quy Nhơn nhưng nếu như ai hỏi mình share kinh nghiệm mình sẽ nói là “ĐỪNG ĐI SURF BAR” :) Chán kinh khủng, nhạc dở, nước dở, chả hiểu sao mà nổi tiếng.",0,0,1,1,0,0
2877,"Đặc sản ngon,đa dạng hấp dẫn đáng để trải nghiệm ,mua sắm quà cho mọi người khi tới quy nhơn.",0,0,0,0,0,4
2878,Đầu tiên phải nói đến là chất lượng dịch vụ quá tệ. Mang tiếng là resort nhưng nó chỉ đáng gọi là nhà nghỉ . Ko có quầy tiếp tân để nhận phòng .tất cả làm việc qua điện thoại.hí hí. ,0,1,0,0,0,0
2879,"Quán xinh xắn. Nhân viên dễ thương, tận tình. Đồ ăn đẹp mắt và ngon miệng mà giá còn rẻ nửa.",0,0,5,5,0,0
2880,"Đi tháng 10 biển động mạnh không qua hòn khô được, biển dân sinh tự khai thác đường khá xấu và cực kỳ nhiều rác.
",1,0,0,0,0,0
2881,Chúng tôi đến thăm quán rượu Sisters và có bữa ăn kiểu phương Tây đầu tiên trong một tuần. Chúng tôi đã có bánh pizza và tôi phải nói rằng nó là rất tốt xem xét chúng tôi đang ở đâu. Nó được điều hành bởi một anh chàng Úc và vợ Việt Nam của mình và họ có một thực đơn thức ăn và đồ uống phong phú cho phù hợp với khẩu vị của bất kỳ ai.,0,0,4,5,0,0
2882,"Sau 11 ngày xuyên Việt, chúng tôi đã thử món phở được đề xuất này. Tôi đã ăn súp ngon hơn nhiều ở Việt Nam và nhân viên ở các nhà hàng khác thân thiện hơn nhiều. Các nhân viên thân thiện như ở hầu hết các thành phố phương Tây. Đánh giá quá mức.",0,0,2,2,0,0
2883,"Tôi đã sử dụng dịch vụ này 6 lần trong kỳ nghỉ ở Việt Nam, 3 lần đến và 3 lần khởi hành từ SGN. Mỗi lần tôi đều có cùng một tài xế và
 anh ta luôn đến sớm, lịch sự và lái xe rất an toàn. Sau lần đầu tiên tôi đến SGN, trong đó anh ấy cầm một tấm biển có tên tôi trên đó, mỗi lần đến và đón thêm anh ấy đều đến và tìm tôi, điều này giúp cho việc đến và đi của tôi dễ dàng hơn nhiều. Ngoài ra, Lily, ở văn phòng, rất giỏi giao tiếp. Cô ấy luôn kiểm tra một ngày trước khi khởi hành để sắp xếp thời gian đón và nhanh chóng trả lời các câu hỏi của tôi. Tôi chắc chắn sẽ giới thiệu công ty này.",0,0,0,0,5,0
2884,"Vị cà phê rất nhạt, không ngọt lắm và béo. Mình có uống thử sữa dê đóng hộp nhưng uống không được vì quá hôi.",0,0,0,1,0,0
2885,"Phòng đẹp và rộng, nội thất đẹp, ăn sáng ở đây cũng khá ngon miệng và chất lượng",0,5,0,0,0,0
2886,"Cầu mong do chất lượng nên giá cả chênh vậy, nhưng ai cũng bảo mình hớ rồi :(((( Thôi mai mốt mua bánh xoài thôi cho chắc 😅 Đôi giày mình mua 250k thấy cũng okie mà ai cũng chê kêu quá mắc bla bla 😤😤😤",0,0,0,0,0,3
2887,"Thuê xe máy ở đây có thể nhận xe khách sạn và trả xe ở ngay khách sạn rất tiện, xe chạy tốt. Lần sau sẽ thuê tiếp nếu có dịp ghé quy nhơn",0,0,0,0,5,0
2888,"Cà phê ở đây số 1 Quy Nhơn đó. Đúng là chỗ ngồi hơi hạn chế nhưng bù lại đồ uống đa dạng và ngon cực, đặc biệt là cà phê, rất thơm và đậm đà. Highly recommended",0,0,3,5,0,0
2889,"Đến ăn theo review trên này, quán mới chuyển qua cái hẻm ở đào duy từ thì phải k còn ở số 40 nữa. Đồ ăn: ngon Phục vụ: nhiệt tình, anh chủ nói chuyện rất thân thiện Giá cả: rẻ, rõ ràng, ở quán có menu giá đầy đủ nhé không như mn review trên này là k có giá Sẽ còn quay lại",0,0,4,5,0,0
2890,"Các bạn đi du lịch nên mua hải sản ở đây, nơi đây tập trung đủ loại hải sản tươi ngon với giá cả phải chăng",0,0,0,0,0,5
2891,"Phục vụ tốt, có điều ra biển ăn hải sản mà đắt hơn cả hải sản ở vùng núi tây nguyên",0,0,3,0,0,0
2892,"Quán có không gian ấm cúng dễ thương, nhân viên lịch sự. Đồ ăn ở đây rất ngon hợp khẩu vị của mình. Đặc biệt các món sốt kem phô mai đút lò rất ngon.",0,0,5,5,0,0
